trial_type	trial_option	bounce	phant_bounce_direction	ball_change	ball_luminance	task_prompt	ball_speeds	ball_start_colors	itis	change_detect_button
empty	none_u	False		True	0.06	False	8.31973357068	0.891192192168	1.35398318717	left
empty	none_d	False		False		False	8.37341970046	0.980570269025	2.2776785572	left
interactor	135_bottom_r	False		False		False	8.49938920624	0.872652611561	2.71652672523	left
empty	none_u	True	right	True	0.06	False	8.45390807821	0.917610908382	1.12459563902	left
empty	none_l	True	right	False		False	8.49256343944	0.891726711394	1.56644237276	left
empty	none_l	True	right	False		True	8.87585594044	0.813536036837	1.78312759689	left
interactor	45_bottom_l	False		False		False	8.56976775506	0.842429895193	1.75260248597	left
interactor	135_top_l	False		False		False	8.76186415429	0.827866335915	1.71729392218	left
empty	none_u	False		True	0.06	False	8.47101187875	0.914329912914	1.07974217735	left
interactor	135_bottom_d	True		True	0.06	False	8.19217550083	0.759392890955	1.46675568256	left
