trial_type	trial_option	bounce	phant_bounce_direction	ball_change	ball_luminance	task_prompt	ball_speeds	ball_start_colors	itis	change_detect_button
empty	none_u	False		False		False	8.73421023858	0.847243277956	2.04905698599	left
interactor	135_bottom_r	False		False		False	8.53064979827	0.865225494003	1.70962804856	left
empty	none_r	True	right	False		False	8.37212916241	0.920071036361	2.17430839535	left
empty	none_r	True	right	False		False	8.8146716268	0.808844220821	1.17752481155	left
interactor	135_top_l	True		False		True	8.37747949578	0.872318469128	1.31528962847	left
interactor	135_top_l	False		True	0.06	False	8.60776237461	0.777307855154	2.51618538715	left
empty	none_d	False		True	0.06	False	8.52085652061	0.903666758014	1.22454230822	left
interactor	45_bottom_l	False		True	0.06	False	8.18713274673	0.832196938669	1.50442131518	left
interactor	135_bottom_r	True		True	0.06	False	8.55286176361	0.911028279111	1.51102256478	left
empty	none_l	False		True	0.06	False	8.69844691784	0.909093733581	1.79604090401	left
